temperature,precipitation,time_of_day,percentage
20,49,15,12.5
28,35,17,5.1
10,5,19,10.5
61,52,12,0.4
35,75,17,8.0
10,58,22,17.1
83,54,16,0.8
33,21,16,3.6
71,36,15,5.0
79,79,20,8.8
7,23,13,14.4
32,23,11,3.9
78,9,21,4.0
52,93,22,13.6
84,76,16,5.2
14,9,18,9.3
37,57,11,3.8
71,89,18,7.8
73,4,12,0.0
16,48,12,8.7
61,18,17,0.0
48,51,11,0.2
17,80,18,14.4
28,64,14,11.899999999999999
48,95,13,12.0
61,38,14,4.0
20,0,19,7.5
25,74,15,15.8
80,80,14,10.0
55,21,17,0.0
25,77,17,11.4
64,22,17,0.0
55,81,20,9.2
25,18,18,6.0
10,26,21,14.5
77,17,13,3.0
69,53,21,4.6
80,16,19,0.0
62,54,12,0.8
82,89,17,7.8
10,29,20,13.5
69,97,12,9.4
38,79,20,10.9
60,52,20,3.4
79,80,20,9.0
7,9,13,14.4
46,93,17,8.6
66,29,22,5.0
10,25,20,13.5
10,70,16,14.5
67,68,12,3.6
24,20,11,6.3
25,55,21,11.0
6,7,15,16.7
60,28,12,0.0
14,31,13,12.3
74,63,19,2.6
27,87,21,16.8
34,43,21,7.3
82,66,15,8.2
41,55,15,7.2
59,96,12,9.2
53,67,12,3.4
38,10,21,6.1
48,91,17,8.2
26,36,16,5.7
35,7,20,6.0
11,57,22,16.6
25,1,12,6.0
20,5,12,7.5
24,31,17,6.3
47,99,15,14.8
48,18,22,5.0
51,17,17,0.0
23,98,16,16.2
52,88,22,12.6
83,39,14,4.0
73,59,18,1.8
15,39,16,9.0
83,80,16,6.0
33,65,22,11.6
49,21,12,0.0
72,36,21,4.0
40,32,13,4.5
52,19,20,3.0
19,39,19,7.8
48,11,11,0.0
71,48,14,4.0
78,33,13,3.0
44,98,22,14.9
18,52,18,8.5
67,59,22,6.8
55,65,18,3.0
83,27,18,0.0
62,82,22,11.4
19,55,20,11.8
69,51,17,0.2
59,10,16,0.0
80,42,16,0.0
14,47,22,14.3
46,57,17,1.4
15,56,21,14.2
20,13,20,10.5
77,87,20,10.4
82,53,20,3.6
23,1,11,6.6
35,41,20,6.0
77,6,17,0.0
57,8,18,0.0
12,32,18,9.9
28,90,15,18.1
12,67,14,17.3
52,63,19,2.6
34,96,19,12.5
62,62,16,2.4
59,7,20,3.0
77,58,18,1.6
66,8,21,4.0
52,11,14,4.0
8,57,13,15.5
41,48,12,1.2
12,43,22,14.9
5,10,17,12.0
74,15,22,5.0
51,65,11,3.0
79,37,19,0.0
9,42,12,10.8
54,66,12,3.2
28,98,18,14.7
51,72,22,9.4
22,58,22,13.5
32,99,21,17.700000000000003
81,6,16,0.0
9,25,16,10.8
34,75,17,8.3
5,79,15,22.8
50,30,13,3.0
73,23,13,3.0
35,64,12,5.8
74,55,14,5.0
60,62,11,2.4
32,25,16,3.9
20,57,13,11.9
58,26,20,3.0
57,68,20,6.6
16,37,15,13.7
24,46,18,6.3
38,90,11,10.1
57,20,17,0.0
68,78,12,5.6
27,11,14,9.4
31,74,14,13.0
21,24,22,12.2
52,67,16,3.4
25,85,17,13.0
54,42,20,3.0
44,50,11,0.3
7,90,18,19.4
21,88,16,14.8
65,23,15,5.0
54,8,15,5.0
10,21,19,10.5
32,26,20,6.9
76,60,18,2.0
59,87,13,10.4
62,64,16,2.8
49,64,20,5.8
76,13,18,0.0
23,92,13,18.0
33,19,15,8.6
27,96,17,14.6
36,44,17,2.7
14,38,21,13.3
53,83,17,6.6
69,80,17,6.0
33,29,21,7.6
63,76,15,10.2
49,85,20,10.0
71,63,16,2.6
55,72,14,8.4
15,91,17,17.2
10,22,16,10.5
71,22,13,3.0
66,31,14,4.0
9,80,20,19.8
13,39,13,12.6
32,37,11,3.9
81,61,18,2.2
42,42,21,4.9
47,91,17,8.2
25,84,21,16.8
66,53,17,0.6
50,40,12,0.0
74,51,14,4.2
42,54,22,6.7
53,93,15,13.6
79,44,22,5.0
43,82,17,7.0
75,45,15,5.0
34,49,17,3.3
25,50,22,11.0
5,86,18,19.2
36,69,14,10.5
12,18,19,9.9
73,67,12,3.4
34,48,16,3.3
12,22,11,9.9
23,4,19,6.6
63,63,11,2.6
59,32,19,0.0
34,75,12,8.3
83,99,22,14.8
40,58,14,7.1
59,51,13,3.2
48,92,22,13.4
31,77,14,13.600000000000001
81,6,18,0.0
82,42,18,0.0
58,47,18,0.0
52,41,18,0.0
34,61,14,9.5
43,19,20,3.6
17,36,16,8.4
20,77,12,12.9
48,97,17,9.4
75,40,18,0.0
31,40,14,8.2
49,86,15,12.2
39,4,13,4.8
83,32,19,0.0
32,47,18,3.9
11,43,14,14.2
66,73,12,4.6
55,9,22,5.0
50,60,19,2.0
24,10,12,6.3
42,57,20,5.3
65,82,13,9.4
36,50,15,7.7
30,98,13,17.1
62,14,21,4.0
43,90,18,8.6
24,4,20,9.3
54,60,20,5.0
83,12,16,0.0
56,44,22,5.0
26,22,22,10.7
57,15,21,4.0
70,35,20,3.0
47,9,16,0.0
27,95,19,14.4
81,44,19,0.0
68,2,20,3.0
13,36,21,13.6
11,7,21,14.2
45,0,22,5.0
58,82,21,10.4
69,71,13,7.2
6,86,15,23.9
8,64,16,13.899999999999999
82,29,15,5.0
36,67,14,10.1
6,84,17,18.5
68,84,18,6.8
18,36,18,8.1
24,83,21,16.9
53,27,20,3.0
12,88,15,22.5
67,96,15,14.2
50,54,13,3.8
25,61,16,8.2
36,14,12,2.7
12,96,17,19.1
20,66,18,10.7
44,15,18,0.3
31,42,13,7.2
22,89,18,14.7
39,92,12,10.200000000000001
56,20,19,0.0
19,94,19,16.6
67,95,18,9.0
57,71,13,7.2
70,42,21,4.0
35,6,12,3.0
65,6,15,5.0
68,52,11,0.4
38,57,13,6.5
59,91,21,12.2
63,18,15,5.0
7,26,18,11.4
21,19,21,11.2
82,99,21,13.8
82,30,20,3.0
50,1,13,3.0
42,84,22,12.7
39,60,16,3.8
5,97,18,21.4
33,58,13,8.2
8,30,22,16.1
65,73,11,4.6
21,55,16,8.2
32,68,14,11.5
54,35,15,5.0
12,29,14,13.9
38,22,13,5.1
63,38,14,4.0
22,72,13,14.3
63,83,12,6.6
31,98,17,13.8
20,69,16,11.3
14,36,17,9.3
80,65,13,6.0
26,58,19,7.300000000000001
20,81,11,13.7
16,68,15,17.299999999999997
79,13,11,0.0
55,82,19,6.4
5,50,11,12.0
31,9,14,8.2
71,48,14,4.0
16,52,22,14.1
34,52,15,8.7
13,95,13,21.6
57,88,15,12.6
65,45,20,3.0
58,96,12,9.2
41,58,22,7.8
69,64,13,5.8
46,98,14,13.6
53,53,21,4.6
8,57,11,12.5
68,38,22,5.0
83,90,15,13.0
55,73,17,4.6
76,56,16,1.2
64,97,11,9.4
83,68,14,7.6
35,78,12,8.6
76,96,14,13.2
62,23,11,0.0
8,50,15,16.1
26,86,21,16.9
7,0,19,11.4
83,77,13,8.4
51,91,13,11.2
42,10,15,5.9
37,72,22,11.8
82,84,12,6.8
52,70,11,4.0
69,70,14,8.0
30,90,21,16.5
12,92,21,22.3
54,74,17,4.8
84,4,17,0.0
42,58,21,6.5
14,11,12,9.3
46,90,13,11.0
41,51,17,1.4
30,64,19,7.3
16,7,19,8.7
53,53,16,0.6
18,32,21,12.1
50,41,13,3.0
39,65,11,4.8
33,96,20,15.799999999999999
16,67,16,12.1
48,34,20,3.0
70,21,11,0.0
6,38,15,16.7
63,4,16,0.0
21,7,19,7.2
14,61,14,15.5
22,98,13,19.5
26,50,13,8.7
62,33,21,4.0
57,40,20,3.0
5,19,22,17.0
65,81,19,6.2
35,26,21,7.0
35,82,16,9.4
70,72,18,4.4
23,83,18,13.2
57,70,18,4.0
80,15,20,3.0
78,77,12,5.4
26,72,20,13.100000000000001
27,6,14,9.4
19,20,11,7.8
30,44,12,4.5
7,93,16,20.0
24,77,18,11.7
44,96,14,13.5
43,26,16,0.6
76,76,17,5.2
22,1,18,6.9
45,92,12,8.4
74,70,11,4.0
31,12,14,8.2
19,78,11,13.399999999999999
41,18,17,1.2
62,72,20,7.4
9,53,16,11.4
77,57,11,1.4
11,9,16,10.2
45,2,14,4.0
14,16,22,14.3
66,9,13,3.0
30,88,20,15.1
72,42,20,3.0
28,50,17,5.1
82,49,13,3.0
45,0,14,4.0
69,19,22,5.0
21,86,12,14.4
28,62,17,7.5
31,79,22,15.0
11,41,19,10.2
77,53,14,4.6
16,98,18,18.299999999999997
7,56,14,16.6
83,45,20,3.0
14,13,14,13.3
37,75,19,7.4
50,53,15,5.6
63,3,15,5.0
56,99,15,14.8
10,62,20,15.9
6,99,15,26.5
33,20,15,8.6
44,0,11,0.3
65,59,11,1.8
72,22,16,0.0
72,15,15,5.0
33,13,13,6.6
66,76,14,9.2
64,1,22,5.0
45,76,14,9.2
69,6,12,0.0
68,77,18,5.4
83,82,12,6.4
67,69,14,7.8
52,77,13,8.4
24,89,16,14.1
41,11,11,1.2
68,23,12,0.0
9,21,22,15.8
38,45,11,2.1
43,84,15,12.399999999999999
71,29,12,0.0
66,3,15,5.0
28,92,21,17.5
7,37,21,15.4
75,74,17,4.8
71,43,15,5.0
83,79,16,5.8
54,24,18,0.0
33,67,12,7.0
78,73,12,4.6
36,97,11,12.100000000000001
43,79,15,11.399999999999999
13,55,21,14.6
18,3,16,8.1
72,63,11,2.6
68,81,19,6.2
24,44,14,10.3
32,82,14,14.3
18,95,12,17.1
48,12,12,0.0
81,18,11,0.0
43,8,21,4.6
32,95,12,12.9
68,87,12,7.4
36,99,18,12.5
13,89,11,17.4
32,67,22,12.3
21,59,17,9.0
81,61,20,5.2
59,93,11,8.6
14,32,17,9.3
84,96,12,9.2
10,30,22,15.5
52,61,12,2.2
79,78,22,10.6
71,75,22,10.0
45,74,14,8.8
83,44,17,0.0
64,49,15,5.0
81,86,18,7.2
46,12,22,5.0
75,97,13,12.4
32,90,20,14.9
17,35,11,8.4
19,9,19,7.8
40,49,15,6.5
19,45,15,12.8
79,59,13,4.8
60,21,13,3.0
8,86,19,18.3
56,59,21,5.8
14,33,13,12.3
49,72,12,4.4
33,1,12,3.6
57,83,16,6.6
33,52,19,4.0
27,71,15,14.600000000000001
61,27,18,0.0
54,60,17,2.0
25,83,20,15.6
47,43,12,0.0
14,6,15,14.3
80,72,12,4.4
34,95,20,15.3
55,31,22,5.0
37,60,16,4.4
22,28,11,6.9
82,26,14,4.0
26,47,15,10.7
68,52,19,0.4
25,26,14,10.0
5,14,12,12.0
19,95,11,16.8
40,1,17,1.5
51,14,14,4.0
58,43,15,5.0
36,43,18,2.7
62,10,22,5.0
50,72,17,4.4
58,66,17,3.2
37,95,11,11.4
43,33,20,3.6
27,51,17,5.6000000000000005
47,67,15,8.4
59,28,17,0.0
6,47,18,11.7
70,14,22,5.0
42,10,12,0.9
33,41,21,7.6
71,48,12,0.0
75,73,13,7.6
40,14,15,6.5
33,10,14,7.6
41,48,11,1.2
49,9,20,3.0
20,15,14,11.5
35,86,19,10.2
38,10,19,2.1
54,68,15,8.6
69,77,21,9.4
66,53,22,5.6
47,86,15,12.2
60,48,12,0.0
19,20,12,7.8
52,94,14,12.8
53,12,16,0.0
48,23,15,5.0
14,82,19,15.700000000000001
24,49,11,6.3
74,49,15,5.0
12,67,22,18.3
49,70,21,8.0
38,17,21,6.1
55,62,17,2.4
8,53,15,16.7
43,88,15,13.2
28,59,21,10.899999999999999
59,75,19,5.0
30,54,15,10.3
29,16,15,9.8
40,7,21,5.5
75,2,21,4.0
78,38,20,3.0
62,30,14,4.0
16,98,12,18.299999999999997
5,62,18,14.4
54,99,14,13.8
29,47,14,8.8
84,95,14,13.0
9,80,22,21.8
72,73,18,4.6
10,57,16,11.9
30,44,21,8.5
59,86,13,10.2
43,2,20,3.6
13,76,15,19.8
49,33,17,0.0
18,52,19,8.5
59,22,20,3.0
13,48,13,12.6
19,91,16,16.0
41,30,17,1.2
54,89,18,7.8
76,71,18,4.2
25,20,11,6.0
61,55,12,1.0
23,10,13,9.6
62,2,12,0.0
10,6,16,10.5
8,37,13,14.1
47,67,20,6.4
46,54,16,0.8
7,92,14,23.8
5,8,13,15.0
59,72,12,4.4
19,66,18,11.0
51,80,22,11.0
50,99,14,13.8
62,9,20,3.0
75,44,12,0.0
43,22,19,0.6
7,17,16,11.4
34,61,14,9.5
39,55,20,5.8
61,4,14,4.0
33,89,18,11.4
54,80,20,9.0
66,81,18,6.2
56,79,22,10.8
18,67,15,16.5
39,82,21,12.200000000000001
32,79,20,12.7
62,84,22,11.8
34,35,15,8.3
11,1,11,10.2
43,28,14,4.6
73,74,14,8.8
39,24,21,5.8
56,22,15,5.0
18,52,22,13.5
67,63,21,6.6
40,77,11,6.9
28,75,21,14.1
44,74,16,5.1
33,3,13,6.6
57,73,15,9.6
26,12,12,5.7
76,28,16,0.0
19,20,21,11.8
73,97,12,9.4
68,7,11,0.0
8,97,15,25.5
79,7,18,0.0
22,92,15,20.3
46,83,11,6.6
34,38,14,7.3
19,80,19,13.8
74,38,18,0.0
59,91,16,8.2
57,52,18,0.4
20,69,16,11.3
77,36,18,0.0
38,94,14,14.9
31,70,14,12.2
17,44,21,12.4
31,31,12,4.2
77,30,18,0.0
73,0,18,0.0
35,1,18,3.0
7,53,20,15.0
34,30,17,3.3
25,13,13,9.0
10,23,15,15.5
36,12,16,2.7
46,83,14,10.6
66,74,20,7.8
36,2,17,2.7
43,72,19,5.0
68,33,16,0.0
34,9,21,7.3
67,78,19,5.6
35,69,16,6.8
44,10,21,4.3
37,98,16,12.0
67,28,20,3.0
29,29,21,8.8
40,78,18,7.1
28,1,11,5.1
62,86,15,12.2
43,12,22,5.6
50,89,17,7.8
81,36,17,0.0
14,20,12,9.3
36,20,14,6.7
40,41,16,1.5
32,68,12,7.5
20,61,18,9.7
20,70,22,16.5
22,87,15,19.3
12,58,12,11.5
84,78,19,5.6
79,67,20,6.4
74,22,22,5.0
5,47,12,12.0
66,88,11,7.6
80,14,14,4.0
42,44,22,5.9
49,12,15,5.0
62,1,12,0.0
5,56,15,18.2
36,8,19,2.7
12,22,13,12.9
44,12,11,0.3
60,36,17,0.0
67,68,15,8.6
78,16,13,3.0
78,82,13,9.4
40,21,22,6.5
61,31,13,3.0
78,58,19,1.6
49,21,20,3.0
83,14,19,0.0
84,15,20,3.0
6,32,16,11.7
72,34,21,4.0
54,80,21,10.0
33,28,19,3.6
14,74,18,14.100000000000001
31,80,11,10.2
19,91,20,19.0
64,86,18,7.2
35,18,12,3.0
25,1,19,6.0
64,24,15,5.0
62,86,18,7.2
45,21,14,4.0
50,52,16,0.4
49,4,14,4.0
30,82,13,13.9
55,61,20,5.2
40,13,17,1.5
56,91,11,8.2
55,7,14,4.0
7,81,20,20.6
18,34,14,12.1
53,66,17,3.2
81,15,12,0.0
5,60,11,14.0
61,69,12,3.8
21,36,20,10.2
54,88,12,7.6
18,60,16,10.1
63,64,11,2.8
7,54,19,12.200000000000001
44,30,15,5.3
70,96,14,13.2
38,11,22,7.1
13,62,21,16.0
25,21,15,11.0
29,3,11,4.8
48,92,13,11.4
29,95,19,13.8
13,21,17,9.6
66,58,20,4.6
30,71,14,12.7
61,79,13,8.8
41,98,17,10.799999999999999
20,44,19,7.5
41,58,16,2.8
80,9,20,3.0
28,19,11,5.1
30,34,17,4.5
24,50,22,11.3
13,10,14,13.6
33,85,18,10.6
35,74,11,7.8
23,73,15,16.2
24,55,22,12.3
31,77,11,9.600000000000001
48,16,16,0.0
39,60,20,6.8
75,51,14,4.2
26,80,21,15.7
78,55,11,1.0
19,61,22,15.0
17,50,20,11.4
8,39,19,11.1
60,72,16,4.4
27,28,22,10.4
38,48,16,2.1
21,26,12,7.2
32,47,12,3.9
18,53,19,8.7
38,43,13,5.1
79,52,14,4.4
61,91,22,13.2
81,58,19,1.6
59,85,20,10.0
70,12,15,5.0
41,15,11,1.2
72,43,13,3.0
80,59,15,6.8
30,67,16,7.9
65,6,16,0.0
71,77,17,5.4
78,4,16,0.0
56,6,14,4.0
22,73,20,14.5
57,17,21,4.0
67,66,14,7.2
57,12,13,3.0
31,76,12,9.4
35,48,11,3.0
5,27,20,15.0
10,15,20,13.5
15,82,15,20.4
38,23,13,5.1
67,52,15,5.4
57,40,20,3.0
22,16,22,11.9
25,58,19,7.6
23,90,19,14.6
8,17,19,11.1
81,7,20,3.0
33,33,11,3.6
29,63,14,11.4
60,88,15,12.6
81,47,15,5.0
67,69,16,3.8
31,89,19,12.0
64,40,18,0.0
53,17,20,3.0
69,72,14,8.4
42,28,15,5.9
56,98,21,13.6
5,35,12,12.0
44,26,21,4.3
25,63,22,13.6
19,6,22,12.8
54,49,22,5.0
52,25,15,5.0
36,7,22,7.7
53,36,22,5.0
72,17,16,0.0
49,43,20,3.0
36,28,20,5.7
8,52,18,11.5
69,89,20,10.8
75,28,11,0.0
77,36,14,4.0
69,85,13,10.0
84,15,19,0.0
22,2,21,10.9
58,22,20,3.0
51,55,22,6.0
10,11,18,10.5
70,32,11,0.0
13,34,13,12.6
72,40,12,0.0
27,13,21,9.4
47,48,19,0.0
55,87,18,7.4
76,49,11,0.0
29,25,14,8.8
84,73,17,4.6
39,43,13,4.8
21,68,22,15.8
22,22,21,10.9
31,17,11,4.2
19,10,13,10.8
73,71,12,4.2
84,96,22,14.2
19,62,11,10.2
46,5,17,0.0
38,44,12,2.1
52,14,22,5.0
12,66,13,16.1
14,12,22,14.3
9,16,16,10.8
52,89,11,7.8
30,74,20,12.3
27,98,13,18.0
66,69,21,7.8
17,51,19,8.6
13,91,16,17.799999999999997
24,30,12,6.3
61,34,20,3.0
28,19,12,5.1
37,18,12,2.4
24,12,15,11.3
64,3,21,4.0
52,5,19,0.0
68,43,22,5.0
34,73,13,10.899999999999999
77,54,15,5.8
21,68,20,13.8
18,54,11,8.9
23,43,21,10.6
75,55,22,6.0
63,94,14,12.8
71,60,17,2.0
48,98,12,9.6
36,94,20,14.5
15,41,19,9.0
6,29,19,11.7
72,55,13,4.0
21,78,20,15.8
44,11,11,0.3
50,37,12,0.0
8,19,13,14.1
42,16,16,0.9
67,6,20,3.0
33,7,12,3.6
23,28,16,6.6
33,19,17,3.6
39,31,14,5.8
74,43,15,5.0
27,73,15,15.0
50,76,20,8.2
48,17,21,4.0
52,25,22,5.0
56,55,16,1.0
12,60,20,14.9
59,35,17,0.0
70,11,14,4.0
81,57,19,1.4
44,72,22,9.7
35,66,14,10.2
52,18,18,0.0
65,38,20,3.0
56,57,18,1.4
42,87,16,8.3
40,90,13,12.5
59,9,17,0.0
17,75,20,16.4
41,17,18,1.2
51,46,16,0.0
75,50,14,4.0
26,38,15,10.7
43,64,12,3.4
62,35,18,0.0
34,86,14,14.5
22,68,14,14.5
22,75,21,15.9
78,79,22,10.8
43,4,22,5.6
30,79,12,10.3
75,2,18,0.0
11,39,13,13.2
73,50,14,4.0
69,16,11,0.0
50,10,22,5.0
22,45,14,10.9
17,98,14,22.0
29,62,17,7.199999999999999
12,35,18,9.9
78,18,11,0.0
36,75,20,10.7
21,40,13,10.2
83,1,11,0.0
83,26,11,0.0
52,27,13,3.0
67,93,12,8.6
44,60,18,2.3
19,36,11,7.8
10,73,18,15.1
67,34,19,0.0
12,18,18,9.9
36,58,20,7.300000000000001
49,52,20,3.4
56,81,20,9.2
83,66,13,6.2
17,17,21,12.4
28,84,14,15.899999999999999
44,77,18,5.7
18,34,12,8.1
79,49,22,5.0
74,39,12,0.0
66,56,22,6.2
65,41,17,0.0
5,85,20,22.0
70,34,14,4.0
36,72,18,7.1000000000000005
17,79,11,14.2
37,82,21,12.8
36,66,15,10.9
60,93,19,8.6
28,59,16,6.8999999999999995
8,23,19,11.1
27,0,11,5.4
33,49,12,3.6
25,73,16,10.6
34,94,21,16.1
24,54,15,12.1
20,55,18,8.5
71,21,16,0.0
53,86,13,10.2
62,21,13,3.0
48,64,22,7.8
29,68,16,8.4
27,25,18,5.4
63,60,19,2.0
5,80,14,22.0
19,97,21,21.2
56,52,13,3.4
62,94,21,12.8
45,33,18,0.0
48,77,21,9.4
8,11,16,11.1
81,99,11,9.8
72,78,19,5.6
11,2,20,13.2
50,72,15,9.4
13,9,11,9.6
37,68,16,6.0
37,1,18,2.4
8,89,13,21.9
69,69,21,7.8
38,5,12,2.1
83,68,17,3.6
68,45,16,0.0
29,91,16,13.0
59,82,16,6.4
13,23,13,12.6
21,36,16,7.2
25,89,21,17.8
64,78,11,5.6
17,15,18,8.4
7,51,18,11.6
72,94,14,12.8
8,49,12,11.1
11,28,22,15.2
30,54,14,9.3
79,85,22,12.0
28,54,17,5.8999999999999995
14,38,21,13.3
17,56,16,9.6
48,18,15,5.0
43,5,16,0.6
23,49,20,9.6
55,34,11,0.0
23,42,12,6.6
80,55,22,6.0
56,35,20,3.0
51,14,21,4.0
34,36,19,3.3
50,53,11,0.6
80,80,17,6.0
25,7,18,6.0
79,12,13,3.0
52,79,12,5.8
66,68,15,8.6
62,63,15,7.6
22,50,18,6.9
63,23,13,3.0
52,89,17,7.8
67,82,18,6.4
16,66,21,15.899999999999999
38,7,18,2.1
65,25,12,0.0
57,45,12,0.0
29,94,15,18.6
66,92,22,13.4
8,94,22,24.9
17,82,19,14.8
46,46,15,5.0
53,19,18,0.0
82,44,17,0.0
60,85,14,11.0
51,28,11,0.0
12,44,12,9.9
59,10,16,0.0
22,0,14,10.9
39,8,15,6.8
36,81,17,8.9
28,0,12,5.1
11,68,16,13.799999999999999
17,54,20,12.200000000000001
73,75,20,8.0
46,91,16,8.2
35,23,15,8.0
78,29,22,5.0
30,82,12,10.9
80,38,17,0.0
36,39,11,2.7
56,58,20,4.6
24,52,14,10.7
44,84,20,10.1
63,22,17,0.0
81,2,15,5.0
18,72,22,17.5
48,13,12,0.0
52,30,17,0.0
47,5,14,4.0
20,0,17,7.5
39,74,18,6.6
57,54,22,5.8
38,84,15,13.9
7,17,13,14.4
72,87,17,7.4
9,69,15,19.6
14,33,19,9.3
56,71,14,8.2
33,16,14,7.6
35,30,15,8.0
70,93,20,11.6
80,93,19,8.6
73,1,20,3.0
41,28,16,1.2
31,15,17,4.2
37,68,15,11.0
72,69,17,3.8
63,81,22,11.2
68,76,21,9.2
48,34,20,3.0
53,57,20,4.4
57,3,15,5.0
78,7,16,0.0
53,32,20,3.0
70,53,11,0.6
67,74,15,9.8
29,6,17,4.8
8,24,12,11.1
55,18,15,5.0
15,57,14,14.4
21,59,19,9.0
70,66,14,7.2
74,35,11,0.0
77,64,20,5.8
73,58,17,1.6
33,98,16,13.2
77,10,16,0.0
76,45,14,4.0
24,91,21,18.5
31,70,21,12.2
12,77,11,15.3
65,84,17,6.8
32,5,17,3.9
74,99,19,9.8
7,96,18,20.6
73,6,11,0.0
77,60,19,2.0
11,59,14,16.0
64,30,20,3.0
8,90,17,19.1
9,22,15,15.8
15,0,19,9.0
19,40,22,12.8
68,89,14,11.8
17,35,14,12.4
11,56,14,15.399999999999999
10,34,11,10.5
60,49,12,0.0
68,52,18,0.4
54,66,13,6.2
34,83,16,9.899999999999999
26,51,21,9.9
29,41,20,7.8
32,20,17,3.9
43,29,21,4.6
71,62,20,5.4
9,37,14,14.8
69,41,16,0.0
19,93,15,21.4
71,25,20,3.0
44,5,13,3.3
73,86,21,11.2
81,6,22,5.0
47,92,12,8.4
5,19,18,12.0
26,74,13,13.5
66,5,20,3.0
83,83,18,6.6
30,49,12,4.5
22,26,17,6.9
52,93,20,11.6
13,79,14,19.4
5,47,22,17.0
13,32,19,9.6
27,78,15,16.0
49,95,21,13.0
6,84,16,18.5
18,98,12,17.7
42,53,16,1.5
44,0,22,5.3
67,25,16,0.0
20,99,13,20.3
79,90,18,8.0
10,80,17,16.5
7,63,16,14.0
18,59,16,9.9
70,14,13,3.0
79,21,21,4.0
71,25,11,0.0
35,8,20,6.0
37,32,18,2.4
5,59,12,13.8
48,58,12,1.6
19,10,21,11.8
41,18,18,1.2
31,20,21,8.2
52,41,17,0.0
31,1,14,8.2
16,10,13,11.7
71,50,15,5.0
34,62,21,9.7
70,3,19,0.0
11,7,18,10.2
38,46,17,2.1
36,8,19,2.7
43,41,13,3.6
47,41,11,0.0
47,0,16,0.0
82,88,22,12.6
7,4,15,16.4
50,77,14,9.4
36,97,18,12.100000000000001
47,72,13,7.4
7,61,12,13.600000000000001
78,97,18,9.4
67,16,22,5.0
44,98,11,9.9
22,34,20,9.9
71,63,13,5.6
66,89,19,7.8
14,33,22,14.3
56,48,21,4.0
77,69,11,3.8
50,68,14,7.6
59,11,13,3.0
50,13,11,0.0
79,9,21,4.0
64,29,18,0.0
30,74,20,12.3
31,75,15,14.2
42,39,16,0.9
26,26,13,8.7
30,64,19,7.3
73,60,15,7.0
39,91,13,13.0
70,52,18,0.4
77,19,15,5.0
55,23,13,3.0
22,26,22,11.9
47,73,18,4.6
16,90,21,20.7
7,33,21,15.4
11,22,11,10.2
10,15,20,13.5
49,49,14,4.0
43,23,18,0.6
55,63,19,2.6
13,90,22,22.6
27,58,16,7.0
16,36,19,8.7
66,75,20,8.0
77,97,15,14.4
81,96,21,13.2
44,56,21,5.5
58,97,15,14.4
11,10,21,14.2
21,96,21,20.4
54,27,20,3.0
28,74,14,13.899999999999999
6,94,13,23.5
37,93,15,16.0
25,21,11,6.0
78,7,20,3.0
57,57,13,4.4
50,2,17,0.0
49,18,14,4.0
13,85,16,16.6
10,66,14,17.7
55,21,16,0.0
39,12,20,4.8
57,32,16,0.0
23,14,12,6.6
73,68,12,3.6
29,10,21,8.8
15,33,17,9.0
78,93,18,8.6
21,60,17,9.2
40,66,12,4.7
25,47,19,6.0
22,0,11,6.9
64,92,21,12.4
22,21,22,11.9
5,93,13,23.6
18,52,17,8.5
12,41,11,9.9
70,31,19,0.0
55,33,18,0.0
83,10,20,3.0
64,7,13,3.0
38,78,20,10.7
40,13,16,1.5
66,37,20,3.0
5,61,14,18.2
46,28,12,0.0
5,72,12,16.4
58,19,11,0.0
51,44,11,0.0
43,63,22,8.2
34,14,21,7.3
11,74,18,15.0
26,97,22,20.1
54,30,16,0.0
49,92,17,8.4
78,24,15,5.0
76,74,13,7.8
14,1,16,9.3
18,40,21,12.1
50,71,13,7.2
79,1,16,0.0
10,52,16,10.9
25,65,22,14.0
66,71,15,9.2
23,94,22,20.4
66,32,20,3.0
57,87,16,7.4
28,24,12,5.1
60,0,18,0.0
66,89,11,7.8
38,20,12,2.1
26,86,14,16.9
72,99,12,9.8
61,51,11,0.2
14,59,14,15.100000000000001
70,47,21,4.0
12,66,21,17.1
42,4,11,0.9
66,92,17,8.4
32,26,20,6.9
14,27,19,9.3
49,13,17,0.0
69,5,16,0.0
71,13,15,5.0
13,18,15,14.6
9,0,14,14.8
14,61,19,11.5
16,28,11,8.7
62,39,21,4.0
25,6,11,6.0
25,83,19,12.6
69,43,16,0.0
7,73,11,16.0
73,69,16,3.8
68,12,14,4.0
53,76,22,10.2
76,71,11,4.2
21,94,13,19.0
77,16,12,0.0
36,21,11,2.7
74,81,17,6.2
25,4,17,6.0
11,8,15,15.2
11,80,20,19.2
31,69,16,8.0
12,52,14,14.3
77,68,12,3.6
32,30,18,3.9
83,45,20,3.0
70,2,18,0.0
75,17,21,4.0
51,54,15,5.8
14,18,16,9.3
37,61,16,4.6
11,13,13,13.2
7,82,14,21.8
18,17,13,11.1
48,60,19,2.0
50,67,12,3.4
65,39,12,0.0
40,99,18,11.3
17,60,17,10.4
20,43,14,11.5
84,37,12,0.0
9,40,17,10.8
42,2,20,3.9
54,13,13,3.0
42,19,16,0.9
60,78,12,5.6
67,27,14,4.0
52,75,19,5.0
63,54,17,0.8
81,35,13,3.0
48,66,12,3.2
59,35,21,4.0
59,68,18,3.6
5,38,17,12.0
12,13,15,14.9
8,16,18,11.1
57,7,18,0.0
